record_id,road_name,contractor_name,allotted_budget_inr,amount_used_inr,budget_note,materials_used,audit_1_date,audit_1_status,audit_1_remarks,audit_2_date,audit_2_status,audit_2_remarks,audit_3_date,audit_3_status,audit_3_remarks,construction_start_date,construction_end_date,date_opened_to_public,last_maintenance_date
RW129,Velachery Main Road,Arunachalam Road Works,30300000,25947119,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),04-Mar-2023,Passed,Load deflection within permissible limits as per IRC:58-2015.,01-Apr-2023,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,10-Apr-2023,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,05-Dec-2022,06-Apr-2023,20-May-2023,18-Oct-2023
RW130,Bose Inner Ring Road,Annamalai Construction Co.,47100000,46082456,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,23-Apr-2021,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,24-Apr-2021,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",30-Jun-2021,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,08-Feb-2021,19-Jun-2021,02-Aug-2021,16-Mar-2022
RW131,Gandhi Bridge Road,Lakshmi Infra Pvt. Ltd.,76900000,69931162,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,22-Oct-2023,Passed,Drainage channels functional. Road markings and signage verified.,22-Dec-2023,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,20-Mar-2024,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,14-Aug-2023,08-Mar-2024,02-Apr-2024,09-Apr-2025
RW132,Gandhi Bypass Road,National Highway Infra Builders,14800000,15000000,"Overrun of Rs.200,000 approved. Reason: Emergency utility relocation",Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),29-Dec-2022,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,21-Nov-2023,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,26-Jan-2024,Passed,Geotextile fabric placement verified. No displacement observed.,08-Oct-2022,01-Jan-2024,14-Jan-2024,19-Dec-2024
RW133,Adyar Bypass Road,Prime Infra Developers Ltd.,66900000,62465096,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),24-Aug-2020,Passed,Sub-grade moisture content within limits. No swelling observed.,10-Oct-2020,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,25-Jan-2021,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,30-Apr-2020,30-Dec-2020,18-Jan-2021,23-Feb-2023
RW134,Mogappair Junction Road,Arjun Construction Group,12800000,12567322,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,12-Oct-2023,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",23-Jan-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",09-Jun-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",29-May-2023,21-May-2024,20-Jun-2024,05-Apr-2025
RW135,Besant Avenue,Green Road Solutions Pvt. Ltd.,55400000,51451865,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,19-Jul-2022,Passed,Crash barrier installation inspected. Meets MORTH standards.,24-Aug-2022,Conditional Pass,Reflective road studs missing at 2 km mark. Install and re-inspect. Rest of road approved.,24-Feb-2023,Passed,Riding quality index satisfactory. Surface texture depth adequate.,15-Feb-2022,11-Feb-2023,01-Mar-2023,30-Jun-2024
RW136,Vikram High Road,Tamil Nadu Road Dev. Corp.,46600000,43543463,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),05-Jul-2020,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,22-Oct-2020,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,30-Jul-2021,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,21-Jan-2020,05-Jun-2021,20-Jul-2021,28-May-2022
RW137,Bhagat Singh Service Road,Bharath Infra Projects Pvt. Ltd.,32800000,31111705,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,30-May-2024,Passed,Joints sealed properly. No cracking observed. Road certified for use.,24-Jul-2024,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,16-Oct-2024,Passed,Geotextile fabric placement verified. No displacement observed.,18-Feb-2024,17-Sep-2024,01-Nov-2024,13-Mar-2025
RW138,Tagore Service Road,Kavi Civil & Infrastructure Co.,40700000,36707276,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,11-Jun-2019,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,17-Jul-2019,Passed,Load deflection within permissible limits as per IRC:58-2015.,02-May-2020,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,04-Apr-2019,16-Apr-2020,10-May-2020,06-Sep-2022
RW139,Sarabhai Cross Street,Blue Sea Constructions Pvt. Ltd.,46800000,41390023,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,09-Jun-2023,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,06-Nov-2023,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,27-Dec-2023,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,02-Sep-2022,16-Nov-2023,17-Dec-2023,04-Dec-2024
RW140,Madhavaram Nagar Road,Bharath Infra Projects Pvt. Ltd.,63500000,62484835,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,04-May-2019,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",04-Jun-2020,Passed,Riding quality index satisfactory. Surface texture depth adequate.,11-Aug-2020,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,11-Mar-2019,11-Aug-2020,25-Aug-2020,08-Oct-2022
RW141,Rajaji Ring Road,RK Road Works Pvt. Ltd.,54600000,51132732,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),09-Nov-2024,Failed,Joint sealant missing at 4 locations. Contractor directed to seal within 2 weeks.,11-Dec-2024,Passed,Load deflection within permissible limits as per IRC:58-2015.,15-Jan-2025,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,13-Feb-2024,15-Jan-2025,25-Feb-2025,01-May-2025
RW142,Arumbakkam Inner Ring Road,Green Road Solutions Pvt. Ltd.,26300000,26700000,"Overrun of Rs.400,000 approved. Reason: Additional median divider required",Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,05-Sep-2020,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,13-Sep-2020,Passed,Crash barrier installation inspected. Meets MORTH standards.,01-Jan-2021,Passed,Sub-grade moisture content within limits. No swelling observed.,08-May-2020,12-Nov-2020,25-Dec-2020,08-Dec-2021
RW143,Poonamallee Bypass Road,Suresh & Sons Civil Works,78000000,67180336,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,29-Dec-2019,Passed,Riding quality index satisfactory. Surface texture depth adequate.,08-Jan-2020,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",06-May-2020,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,11-Jul-2019,03-May-2020,06-Jun-2020,25-Sep-2021
RW144,Villivakkam Tank Road,Sterling Road Builders,17700000,17322659,Within budget,Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),30-Apr-2020,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,23-Aug-2021,Passed,Sub-grade moisture content within limits. No swelling observed.,28-Aug-2021,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,08-Mar-2020,24-Aug-2021,03-Oct-2021,05-Oct-2022
RW145,Raman Cross Street,Sri Balaji Infrastructure Pvt. Ltd.,29200000,27895216,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,16-May-2024,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,04-Jul-2024,Passed,Riding quality index satisfactory. Surface texture depth adequate.,05-Sep-2024,Passed,Geotextile fabric placement verified. No displacement observed.,17-Mar-2024,24-Jul-2024,22-Aug-2024,26-Mar-2025
RW146,Tondiarpet High Road,Metro Build Solutions Pvt. Ltd.,52700000,45355862,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),08-Jun-2023,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",12-May-2024,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,18-Jun-2024,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,24-Apr-2023,01-Jun-2024,06-Jul-2024,11-Apr-2025
RW147,Chromepet Inner Ring Road,Vignesh Road Works Ltd.,77600000,70089109,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),02-Nov-2020,Failed,Cracks observed near junction box. Polymer-modified bitumen filling directed.,07-Dec-2020,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,24-Jan-2022,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,27-Aug-2020,07-Jan-2022,01-Feb-2022,01-May-2024
RW148,Triplicane Street,Durai Constructions & Co.,8500000,7754235,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,22-Oct-2019,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,23-Nov-2019,Passed,Riding quality index satisfactory. Surface texture depth adequate.,06-Feb-2020,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,29-Jul-2019,02-Jan-2020,17-Jan-2020,24-Oct-2020
RW149,Vivekananda Canal Road,Chennai Metro Infra Ltd.,41200000,35091180,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,05-Sep-2021,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,15-Jan-2022,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,11-Aug-2022,Passed,Joints sealed properly. No cracking observed. Road certified for use.,05-Mar-2021,06-Jul-2022,21-Jul-2022,30-Oct-2024
RW150,Besant Link Road,Arjun Construction Group,22900000,24300000,"Overrun of Rs.1,400,000 approved. Reason: Bitumen price escalation",Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,10-Feb-2021,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,10-Mar-2021,Passed,Crash barrier installation inspected. Meets MORTH standards.,23-Sep-2021,Passed,Drainage channels functional. Road markings and signage verified.,05-Sep-2020,08-Aug-2021,22-Aug-2021,24-Nov-2022
RW151,Bose Bridge Road,Sri Balaji Infrastructure Pvt. Ltd.,48500000,45436104,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),22-Sep-2021,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,19-Dec-2021,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",27-Mar-2022,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,20-Jun-2021,08-Mar-2022,14-Apr-2022,09-May-2024
RW152,Raman Loop Road,Pioneer Infra Projects Pvt. Ltd.,37800000,35479319,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),28-Sep-2023,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,21-Oct-2023,Conditional Pass,Joint sealing incomplete at 3 locations. Surface texture satisfactory. Close in 2 weeks.,28-Dec-2023,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,21-May-2023,21-Dec-2023,20-Jan-2024,14-Apr-2025
RW153,Nehru Outer Ring Road,Sun Infra Builders Ltd.,29400000,26189119,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),14-Nov-2023,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,23-Aug-2024,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,29-Jan-2025,Passed,Riding quality index satisfactory. Surface texture depth adequate.,05-Aug-2023,10-Jan-2025,15-Feb-2025,31-Mar-2025
RW154,Thiruvottiyur Canal Road,Arjun Construction Group,67600000,62254582,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,23-Mar-2022,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",26-Apr-2022,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,15-Jun-2022,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,18-Jan-2022,06-May-2022,08-Jun-2022,24-Aug-2024
RW155,Ramanujan Canal Road,Coastal Roads & Builders Ltd.,65600000,61981901,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,23-Apr-2023,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,15-Jun-2023,Passed,Sub-grade moisture content within limits. No swelling observed.,22-Dec-2023,Passed,Sub-grade moisture content within limits. No swelling observed.,22-Mar-2023,06-Dec-2023,12-Jan-2024,28-Jul-2024
RW156,Jayalalithaa Outer Ring Road,Annamalai Construction Co.,48000000,45366612,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,31-Dec-2019,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,19-Mar-2020,Conditional Pass,Reflective road studs missing at 2 km mark. Install and re-inspect. Rest of road approved.,23-Aug-2020,Passed,Load deflection within permissible limits as per IRC:58-2015.,05-Nov-2019,28-Jul-2020,08-Aug-2020,15-Mar-2022
RW157,Perambur Outer Ring Road,Green Road Solutions Pvt. Ltd.,29100000,26153975,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),19-Aug-2021,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,15-Jan-2022,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,20-Sep-2022,Passed,Drainage channels functional. Road markings and signage verified.,16-Jun-2021,18-Sep-2022,26-Oct-2022,16-Dec-2023
RW158,Ramanujan Bypass Road,RK Road Works Pvt. Ltd.,25800000,23125534,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,17-Sep-2024,Passed,All manhole covers flush with road surface. No tripping hazards found.,18-Oct-2024,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,17-May-2025,Passed,Crash barrier installation inspected. Meets MORTH standards.,16-May-2024,07-Apr-2025,01-May-2025,22-Mar-2025
RW159,Mogappair Loop Road,Sri Balaji Infrastructure Pvt. Ltd.,29900000,28564234,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),12-Jun-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",07-Jul-2022,Passed,Geotextile fabric placement verified. No displacement observed.,29-Aug-2022,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,28-Mar-2022,17-Aug-2022,30-Sep-2022,08-Jul-2023
RW160,Pallavaram Canal Road,South India Roads Ltd.,68100000,69300000,"Overrun of Rs.1,200,000 approved. Reason: Emergency utility relocation",Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),01-Apr-2020,Failed,Improper compaction of WMM layer. Density less than 95% Proctor. Redo directed.,16-Nov-2020,Conditional Pass,Minor rework required on left shoulder. Main surface approved. Clearance after shoulder repair.,21-Jun-2021,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,20-Dec-2019,09-May-2021,07-Jun-2021,27-May-2023
RW161,Saidapet Avenue,RK Road Works Pvt. Ltd.,47700000,41465677,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,22-Aug-2021,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,11-Oct-2021,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,14-Jan-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",16-May-2021,17-Nov-2021,28-Dec-2021,07-Jan-2024
RW162,Mylapore Avenue,Vignesh Road Works Ltd.,40200000,37656039,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),26-Jun-2024,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,03-Aug-2024,Passed,Crash barrier installation inspected. Meets MORTH standards.,15-Sep-2024,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",03-May-2024,05-Aug-2024,15-Sep-2024,19-Apr-2025
RW163,Ramanujan Salai,Pandian Road Builders,11100000,9777702,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,27-Sep-2020,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,09-Jan-2021,Passed,Geotextile fabric placement verified. No displacement observed.,14-Mar-2021,Passed,Drainage channels functional. Road markings and signage verified.,16-Jul-2020,06-Feb-2021,22-Mar-2021,11-Apr-2022
RW164,Rajiv Link Road,Kavi Civil & Infrastructure Co.,63600000,57326537,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,27-Jul-2023,Passed,Load deflection within permissible limits as per IRC:58-2015.,09-Dec-2023,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,23-Aug-2024,Passed,Crash barrier installation inspected. Meets MORTH standards.,06-Apr-2023,07-Jul-2024,14-Aug-2024,18-Apr-2025
RW165,Tambaram East Coast Road,Sterling Road Builders,16900000,16716703,Within budget,Dense Bituminous Macadam (DBM) Layer I & II | Open graded premix carpet (OGPC) | Bitumen VG-30 | Crushed stone aggregate (10mm & 6mm) | Cement concrete kerbs | Epoxy road marking paint | Speed breaker rubber pads | PVC stormwater pipes (315mm dia),10-Feb-2021,Failed,Riding quality index below acceptable value. Surface reworking required.,23-Mar-2021,Conditional Pass,Joint sealing incomplete at 3 locations. Surface texture satisfactory. Close in 2 weeks.,19-Aug-2021,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,05-Mar-2020,23-Jul-2021,24-Aug-2021,19-Nov-2023
RW166,Tondiarpet Junction Road,Tamil Nadu Road Dev. Corp.,69100000,61866025,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,01-Nov-2020,Passed,Joints sealed properly. No cracking observed. Road certified for use.,22-Dec-2020,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,20-Oct-2021,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,15-Aug-2020,02-Sep-2021,29-Sep-2021,07-Jun-2023
RW167,Poonamallee Avenue,Sun Infra Builders Ltd.,40900000,39125197,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,21-Dec-2021,Failed,Bitumen content found low at 4.1% against required 4.8%. Layer to be redone.,15-Jan-2022,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,07-Apr-2022,Passed,Geotextile fabric placement verified. No displacement observed.,29-Sep-2021,10-Mar-2022,06-Apr-2022,07-Apr-2024
RW168,Egmore East Coast Road,Lakshmi Infra Pvt. Ltd.,57900000,49235046,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),26-Jul-2023,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,26-Sep-2023,Passed,Load deflection within permissible limits as per IRC:58-2015.,22-Jan-2024,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,05-Feb-2023,26-Dec-2023,27-Jan-2024,29-Jun-2024
RW169,Lal Bahadur Tank Road,Sterling Road Builders,57600000,56170463,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,20-May-2019,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,24-Jun-2019,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,20-Sep-2019,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,05-Apr-2019,23-Aug-2019,01-Oct-2019,15-Jan-2020
RW170,Besant Nagar Road,Sterling Road Builders,36000000,37200000,"Overrun of Rs.1,200,000 approved. Reason: Bitumen price escalation",Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),20-Sep-2021,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,15-Feb-2022,Passed,Riding quality index satisfactory. Surface texture depth adequate.,25-Apr-2022,Passed,Drainage channels functional. Road markings and signage verified.,31-Jan-2021,06-Apr-2022,26-Apr-2022,16-Sep-2022
RW171,Anna Ring Road,Arjun Construction Group,15900000,14018500,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,18-Mar-2019,Failed,Bitumen content found low at 4.1% against required 4.8%. Layer to be redone.,29-Mar-2019,Passed,Drainage channels functional. Road markings and signage verified.,24-May-2019,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,20-Jan-2019,24-Apr-2019,25-May-2019,24-Dec-2019
